Post_ID,Dominant_Topic,Topic_Proportion,Topics
56462348,3,0.469166,3(0.469166) 7(0.391921) 0(0.109536) 9(0.025433) 5(0.002244) 8(0.000832) 2(0.000253) 10(0.000239) 4(0.000173) 1(0.000103) 6(0.000100)
56487777,10,0.346444,10(0.346444) 5(0.291433) 0(0.270582) 8(0.077159) 4(0.007306) 2(0.003037) 7(0.001944) 9(0.001137) 1(0.000458) 6(0.000393) 3(0.000106)
56496643,5,0.380818,5(0.380818) 4(0.234267) 6(0.230374) 2(0.098548) 1(0.043156) 10(0.007453) 9(0.002816) 7(0.001648) 3(0.000570) 0(0.000244) 8(0.000105)
56498019,5,0.878542,5(0.878542) 8(0.114307) 6(0.004828) 3(0.000761) 1(0.000291) 2(0.000272) 9(0.000262) 10(0.000225) 0(0.000195) 7(0.000172) 4(0.000146)
56500147,6,0.812638,6(0.812638) 4(0.182945) 5(0.003037) 0(0.000343) 10(0.000301) 7(0.000198) 1(0.000171) 9(0.000159) 2(0.000111) 8(0.000054) 3(0.000041)
56505189,9,0.260819,9(0.260819) 1(0.218610) 3(0.216350) 7(0.186253) 8(0.115472) 10(0.001011) 2(0.000432) 5(0.000415) 4(0.000221) 0(0.000211) 6(0.000206)
56507204,7,0.396407,7(0.396407) 6(0.312423) 5(0.284920) 4(0.002377) 10(0.002010) 1(0.000974) 3(0.000329) 0(0.000239) 9(0.000188) 2(0.000073) 8(0.000060)
56513863,5,0.536039,5(0.536039) 4(0.455932) 0(0.001933) 10(0.001638) 6(0.001041) 1(0.000882) 8(0.000780) 7(0.000655) 9(0.000499) 3(0.000384) 2(0.000217)
56522258,7,0.322158,7(0.322158) 9(0.239212) 3(0.158958) 8(0.148616) 5(0.128806) 6(0.000956) 0(0.000448) 2(0.000312) 4(0.000290) 10(0.000122) 1(0.000122)
56529189,6,0.488753,6(0.488753) 0(0.256952) 3(0.129199) 7(0.119918) 4(0.003072) 10(0.001003) 5(0.000342) 8(0.000293) 1(0.000184) 2(0.000156) 9(0.000128)
56533059,10,0.724596,10(0.724596) 5(0.250123) 2(0.014582) 7(0.003538) 6(0.002793) 1(0.001711) 4(0.001238) 0(0.000446) 3(0.000385) 9(0.000304) 8(0.000285)
56533511,10,0.571523,10(0.571523) 4(0.385584) 2(0.036699) 6(0.002711) 1(0.002155) 7(0.000608) 5(0.000241) 3(0.000216) 9(0.000125) 8(0.000075) 0(0.000064)
56545572,7,0.693297,7(0.693297) 6(0.160722) 2(0.100244) 1(0.043709) 4(0.000719) 5(0.000482) 10(0.000334) 9(0.000167) 0(0.000148) 3(0.000129) 8(0.000048)
56548040,7,0.423822,7(0.423822) 0(0.283431) 9(0.182236) 8(0.099533) 3(0.006622) 6(0.001818) 5(0.000753) 4(0.000655) 10(0.000536) 1(0.000371) 2(0.000222)
56551108,2,0.803696,2(0.803696) 3(0.191028) 7(0.001294) 6(0.000905) 10(0.000727) 9(0.000512) 8(0.000507) 4(0.000450) 5(0.000317) 0(0.000290) 1(0.000272)
56551131,6,0.486500,6(0.486500) 9(0.174177) 0(0.131858) 3(0.104637) 4(0.065704) 5(0.033053) 7(0.002207) 1(0.000939) 10(0.000477) 2(0.000330) 8(0.000117)
