Post_ID,Dominant_Topic,Topic_Proportion,Topics
56462348,0,0.510542,0(0.510542) 3(0.378587) 5(0.068265) 6(0.037139) 1(0.001869) 9(0.001793) 8(0.000486) 4(0.000408) 10(0.000387) 7(0.000284) 2(0.000126) 11(0.000114)
56487777,4,0.327009,4(0.327009) 5(0.322924) 0(0.269314) 6(0.061149) 11(0.013269) 9(0.004281) 7(0.000689) 1(0.000490) 2(0.000380) 3(0.000286) 8(0.000109) 10(0.000101)
56496643,2,0.554148,2(0.554148) 1(0.240075) 7(0.101605) 4(0.088738) 10(0.006825) 6(0.004213) 11(0.002255) 0(0.001334) 5(0.000369) 9(0.000172) 3(0.000160) 8(0.000106)
56498019,2,0.403241,2(0.403241) 6(0.218089) 10(0.145506) 9(0.123231) 4(0.076929) 0(0.031765) 3(0.000399) 7(0.000312) 11(0.000145) 5(0.000134) 1(0.000131) 8(0.000118)
56500147,2,0.939777,2(0.939777) 5(0.058271) 7(0.000454) 0(0.000375) 11(0.000288) 4(0.000190) 9(0.000188) 1(0.000125) 10(0.000114) 6(0.000108) 3(0.000091) 8(0.000019)
56505189,3,0.383795,3(0.383795) 0(0.211450) 6(0.194779) 11(0.119983) 1(0.075734) 4(0.011946) 10(0.001334) 8(0.000546) 7(0.000185) 9(0.000117) 2(0.000090) 5(0.000042)
56507204,2,0.554688,2(0.554688) 7(0.439295) 9(0.001900) 0(0.001110) 10(0.000851) 11(0.000754) 5(0.000602) 6(0.000333) 3(0.000218) 1(0.000171) 8(0.000043) 4(0.000035)
56513863,6,0.332975,6(0.332975) 2(0.318823) 9(0.165139) 11(0.150829) 4(0.020388) 7(0.005416) 1(0.003232) 0(0.001659) 10(0.000508) 3(0.000472) 5(0.000331) 8(0.000228)
56522258,0,0.471826,0(0.471826) 6(0.289528) 4(0.175937) 10(0.055093) 3(0.004906) 1(0.001444) 2(0.000341) 5(0.000329) 8(0.000286) 9(0.000147) 11(0.000103) 7(0.000059)
56529189,5,0.322679,5(0.322679) 2(0.288258) 3(0.216929) 0(0.169018) 11(0.000948) 10(0.000947) 9(0.000384) 8(0.000342) 6(0.000136) 1(0.000123) 7(0.000123) 4(0.000113)
56533059,7,0.760294,7(0.760294) 4(0.149124) 0(0.068856) 11(0.010335) 2(0.005453) 9(0.001820) 5(0.001413) 10(0.000949) 3(0.000622) 6(0.000568) 1(0.000415) 8(0.000152)
