Post_ID,Dominant_Topic,Topic_Proportion,Topics
56462348,13,0.471377,13(0.471377) 12(0.259364) 9(0.188513) 7(0.073523) 3(0.004191) 0(0.000553) 11(0.000493) 5(0.000466) 4(0.000463) 6(0.000421) 1(0.000252) 2(0.000134) 8(0.000126) 10(0.000122)
56487777,13,0.988216,13(0.988216) 7(0.007013) 6(0.001060) 0(0.000775) 3(0.000591) 10(0.000482) 8(0.000406) 1(0.000357) 12(0.000330) 2(0.000318) 5(0.000164) 4(0.000149) 9(0.000076) 11(0.000064)
56496643,0,0.307791,0(0.307791) 10(0.224656) 1(0.212186) 13(0.157096) 8(0.074980) 4(0.020934) 6(0.000943) 11(0.000346) 5(0.000286) 9(0.000232) 7(0.000192) 3(0.000169) 2(0.000159) 12(0.000031)
56498019,1,0.740926,1(0.740926) 7(0.241378) 9(0.013382) 3(0.001294) 12(0.000892) 10(0.000606) 5(0.000364) 6(0.000233) 13(0.000233) 4(0.000228) 2(0.000163) 0(0.000115) 8(0.000114) 11(0.000073)
56500147,10,0.406550,10(0.406550) 1(0.278116) 8(0.260596) 6(0.050972) 13(0.001051) 9(0.000652) 0(0.000579) 2(0.000488) 4(0.000389) 7(0.000227) 12(0.000150) 5(0.000146) 11(0.000055) 3(0.000028)
56505189,9,0.488095,9(0.488095) 13(0.284123) 3(0.163135) 4(0.062809) 11(0.000672) 5(0.000306) 2(0.000219) 6(0.000148) 1(0.000144) 0(0.000116) 12(0.000104) 7(0.000065) 10(0.000046) 8(0.000018)
56507204,0,0.423054,0(0.423054) 1(0.357717) 10(0.213916) 8(0.002015) 6(0.000867) 12(0.000552) 2(0.000475) 9(0.000452) 13(0.000254) 3(0.000250) 11(0.000240) 4(0.000158) 7(0.000048) 5(0.000000)
56513863,1,0.838035,1(0.838035) 2(0.141432) 4(0.008548) 6(0.003064) 8(0.002172) 10(0.001843) 0(0.001733) 13(0.000839) 9(0.000555) 5(0.000467) 3(0.000438) 12(0.000368) 7(0.000321) 11(0.000186)
56522258,13,0.425116,13(0.425116) 3(0.321128) 9(0.193372) 1(0.058563) 12(0.000497) 5(0.000405) 7(0.000198) 11(0.000145) 10(0.000145) 6(0.000121) 0(0.000120) 4(0.000096) 2(0.000074) 8(0.000020)
56529189,2,0.327433,2(0.327433) 10(0.308794) 0(0.096073) 13(0.093752) 12(0.091941) 9(0.074317) 5(0.005616) 11(0.000583) 1(0.000523) 8(0.000281) 6(0.000189) 3(0.000185) 7(0.000185) 4(0.000130)
56533059,6,0.990529,6(0.990529) 10(0.001695) 2(0.001268) 8(0.001234) 13(0.001110) 1(0.000959) 0(0.000773) 9(0.000595) 11(0.000442) 12(0.000435) 4(0.000394) 3(0.000253) 7(0.000180) 5(0.000131)
56533511,2,0.600635,2(0.600635) 10(0.241351) 7(0.136924) 6(0.008733) 4(0.006374) 8(0.003177) 0(0.001136) 1(0.000865) 12(0.000255) 11(0.000166) 9(0.000135) 3(0.000123) 13(0.000083) 5(0.000044)
56545572,0,0.755839,0(0.755839) 8(0.152464) 1(0.074330) 7(0.014189) 11(0.001146) 10(0.000708) 2(0.000329) 6(0.000275) 3(0.000260) 12(0.000191) 9(0.000078) 13(0.000076) 5(0.000060) 4(0.000058)
56548040,13,0.604950,13(0.604950) 3(0.268089) 9(0.119339) 12(0.001808) 1(0.001523) 11(0.001088) 10(0.000821) 6(0.000727) 0(0.000677) 8(0.000316) 2(0.000302) 4(0.000182) 5(0.000090) 7(0.000090)
56551108,7,0.691649,7(0.691649) 11(0.185359) 6(0.059799) 5(0.032764) 10(0.008809) 4(0.007045) 9(0.005784) 13(0.002953) 12(0.002151) 2(0.001672) 0(0.000683) 8(0.000603) 3(0.000389) 1(0.000342)
56551131,10,0.425728,10(0.425728) 0(0.198533) 3(0.185355) 13(0.102241) 1(0.083783) 4(0.001250) 6(0.000656) 11(0.000649) 5(0.000582) 8(0.000481) 9(0.000364) 2(0.000181) 12(0.000127) 7(0.000072)
56552993,1,0.825627,1(0.825627) 8(0.121611) 5(0.049529) 4(0.001413) 2(0.000563) 0(0.000343) 10(0.000260) 7(0.000219) 3(0.000148) 6(0.000115) 13(0.000076) 11(0.000044) 12(0.000026) 9(0.000026)
56555709,1,0.711854,1(0.711854) 13(0.172409) 10(0.113499) 3(0.000721) 6(0.000545) 8(0.000255) 4(0.000215) 0(0.000179) 2(0.000079) 12(0.000072) 11(0.000059) 9(0.000058) 5(0.000033) 7(0.000023)
56570134,11,0.669057,11(0.669057) 12(0.164928) 5(0.074789) 4(0.068642) 10(0.014617) 1(0.002237) 0(0.001506) 9(0.001435) 6(0.001112) 7(0.000635) 8(0.000371) 13(0.000296) 3(0.000208) 2(0.000168)
56571316,9,0.318483,9(0.318483) 11(0.275553) 1(0.224065) 13(0.175924) 4(0.002020) 10(0.000921) 3(0.000767) 5(0.000569) 6(0.000533) 12(0.000438) 7(0.000325) 0(0.000166) 8(0.000131) 2(0.000104)
