Post_ID,Dominant_Topic,Topic_Proportion,Topics
56462348,11,0.525431,11(0.525431) 9(0.324295) 6(0.145666) 3(0.001198) 10(0.000985) 1(0.000624) 0(0.000449) 8(0.000360) 12(0.000276) 5(0.000233) 7(0.000208) 2(0.000156) 4(0.000120)
56487777,11,0.728598,11(0.728598) 1(0.161854) 6(0.105676) 5(0.001119) 0(0.000614) 12(0.000429) 10(0.000337) 2(0.000336) 4(0.000317) 7(0.000280) 9(0.000166) 3(0.000141) 8(0.000133)
56496643,0,0.357383,0(0.357383) 12(0.249242) 7(0.213032) 6(0.088313) 8(0.074463) 4(0.013621) 10(0.002416) 5(0.000810) 11(0.000289) 2(0.000223) 9(0.000076) 1(0.000072) 3(0.000062)
56498019,12,0.964674,12(0.964674) 3(0.028116) 7(0.002252) 9(0.001408) 0(0.001349) 6(0.000620) 5(0.000307) 1(0.000306) 10(0.000267) 11(0.000217) 8(0.000191) 2(0.000166) 4(0.000128)
56500147,7,0.830369,7(0.830369) 0(0.089920) 2(0.075707) 4(0.001038) 12(0.000964) 11(0.000753) 5(0.000631) 6(0.000195) 1(0.000151) 10(0.000089) 9(0.000076) 8(0.000065) 3(0.000044)
56505189,9,0.398770,9(0.398770) 0(0.271850) 5(0.173846) 3(0.145195) 6(0.002472) 1(0.002211) 10(0.002157) 11(0.001338) 7(0.001276) 12(0.000361) 8(0.000346) 2(0.000146) 4(0.000033)
56507204,4,0.633823,4(0.633823) 7(0.352137) 12(0.010719) 9(0.000825) 5(0.000712) 2(0.000486) 0(0.000471) 11(0.000348) 6(0.000223) 10(0.000080) 3(0.000071) 1(0.000064) 8(0.000039)
56513863,6,0.662708,6(0.662708) 12(0.221720) 5(0.064081) 4(0.043784) 0(0.003165) 7(0.001077) 2(0.000874) 10(0.000631) 8(0.000630) 9(0.000451) 11(0.000415) 1(0.000314) 3(0.000150)
56522258,6,0.385709,6(0.385709) 3(0.239255) 1(0.152078) 10(0.142415) 11(0.077104) 9(0.001133) 8(0.000960) 7(0.000820) 0(0.000178) 5(0.000118) 12(0.000106) 2(0.000089) 4(0.000037)
56529189,7,0.436013,7(0.436013) 2(0.247424) 6(0.128528) 11(0.112871) 9(0.067870) 5(0.005163) 12(0.000726) 3(0.000427) 4(0.000264) 0(0.000205) 1(0.000184) 8(0.000167) 10(0.000159)
56533059,5,0.716776,5(0.716776) 11(0.168377) 12(0.078117) 9(0.029040) 7(0.002019) 4(0.001533) 2(0.001204) 0(0.000977) 6(0.000719) 8(0.000377) 3(0.000356) 10(0.000311) 1(0.000194)
56533511,4,0.546021,4(0.546021) 5(0.293774) 7(0.155945) 2(0.000862) 8(0.000727) 6(0.000659) 3(0.000536) 0(0.000525) 11(0.000387) 9(0.000209) 12(0.000184) 10(0.000146) 1(0.000025)
56545572,4,0.769079,4(0.769079) 8(0.173308) 7(0.055839) 6(0.000348) 10(0.000348) 5(0.000247) 9(0.000195) 11(0.000191) 2(0.000182) 12(0.000100) 3(0.000087) 0(0.000049) 1(0.000027)
56548040,1,0.396876,1(0.396876) 6(0.317431) 11(0.156695) 12(0.122920) 5(0.001802) 9(0.001298) 0(0.000872) 7(0.000509) 4(0.000433) 8(0.000376) 2(0.000325) 10(0.000256) 3(0.000207)
56551108,3,0.397684,3(0.397684) 5(0.268099) 9(0.249766) 10(0.080674) 8(0.001252) 0(0.000549) 6(0.000410) 7(0.000343) 1(0.000335) 11(0.000329) 4(0.000278) 12(0.000154) 2(0.000128)
56551131,12,0.752692,12(0.752692) 11(0.202444) 0(0.037569) 9(0.002010) 7(0.001850) 4(0.000889) 2(0.000513) 3(0.000490) 8(0.000460) 6(0.000363) 5(0.000325) 10(0.000248) 1(0.000147)
56552993,6,0.751514,6(0.751514) 4(0.244505) 0(0.001165) 7(0.001040) 12(0.000466) 2(0.000458) 8(0.000304) 5(0.000143) 11(0.000101) 3(0.000099) 10(0.000098) 1(0.000057) 9(0.000051)
56555709,12,0.430266,12(0.430266) 6(0.296645) 11(0.269804) 0(0.001260) 7(0.000875) 4(0.000277) 5(0.000211) 8(0.000190) 2(0.000165) 9(0.000086) 10(0.000084) 1(0.000074) 3(0.000062)
56570134,9,0.747367,9(0.747367) 8(0.206988) 10(0.038203) 0(0.002618) 1(0.001281) 3(0.000777) 12(0.000712) 7(0.000694) 5(0.000371) 11(0.000369) 4(0.000290) 2(0.000194) 6(0.000137)
