Topics,Perplexity,Decrease
10,229.64851489795296,0
11,222.67604319691128,3.0361492666913104
12,219.37133111999003,1.484089635093304
13,216.98489900428234,1.0878504969285978
14,207.4287603786466,4.404056996356764
15,203.65521146375536,1.8192023651893183
16,200.1479248896284,1.7221688307991856
17,194.51290278035216,2.815428694743485
18,188.96933163782802,2.8499760495498103
19,187.93677177612008,0.5464166342541263
20,182.00745882373124,3.154950942464917
21,179.64352458236186,1.298811739170963
22,176.32408093220857,1.8477947690407348
23,174.63260459713425,0.9592996748553307
24,169.36032179853015,3.019071272954383
25,169.1324145972759,0.13456941911421913
26,164.33367406215388,2.8372683891188957
27,163.6788871290639,0.39844964023765944
28,157.43494871565363,3.8147488188179084
29,158.5414319139131,-0.7028192960242324
30,153.17617975807173,3.3841325204850365
31,153.02058436344473,0.10157936754445022
32,151.37303049129073,1.0766877404159083
33,147.4236147963451,2.6090616552549353
34,147.17237817034524,0.17041816967175216
35,145.61111562019892,1.0608393840991241
