Post_ID,Dominant_Topic,Topic_Proportion,Topics
56462348,13,0.671863,13(0.671863) 0(0.312101) 12(0.004305) 4(0.002678) 1(0.002635) 10(0.001764) 5(0.001341) 3(0.001049) 7(0.000848) 11(0.000367) 8(0.000360) 14(0.000335) 2(0.000125) 6(0.000118) 9(0.000113)
56487777,13,0.977269,13(0.977269) 4(0.016496) 11(0.001091) 7(0.000827) 12(0.000807) 9(0.000788) 8(0.000756) 0(0.000675) 5(0.000389) 2(0.000359) 6(0.000209) 14(0.000143) 10(0.000072) 1(0.000064) 3(0.000055)
56496643,2,0.603446,2(0.603446) 5(0.301614) 9(0.073046) 13(0.012276) 10(0.004931) 4(0.001926) 14(0.000833) 6(0.000478) 8(0.000294) 7(0.000241) 11(0.000230) 1(0.000221) 0(0.000214) 3(0.000153) 12(0.000097)
56498019,14,0.359459,14(0.359459) 2(0.349184) 10(0.111308) 4(0.078482) 3(0.068636) 12(0.030835) 13(0.000621) 1(0.000332) 11(0.000291) 0(0.000257) 8(0.000197) 9(0.000129) 7(0.000106) 6(0.000087) 5(0.000076)
56500147,2,0.930436,2(0.930436) 7(0.063882) 10(0.003197) 8(0.000553) 6(0.000426) 14(0.000405) 9(0.000362) 13(0.000135) 0(0.000124) 11(0.000112) 12(0.000098) 5(0.000091) 4(0.000069) 3(0.000067) 1(0.000044)
56505189,0,0.409476,0(0.409476) 4(0.194899) 13(0.150580) 5(0.096464) 8(0.075072) 10(0.062296) 1(0.008814) 3(0.000861) 14(0.000656) 11(0.000333) 6(0.000162) 9(0.000159) 12(0.000141) 2(0.000052) 7(0.000036)
56507204,2,0.578698,2(0.578698) 6(0.416292) 10(0.001063) 9(0.000751) 8(0.000653) 3(0.000530) 7(0.000427) 4(0.000420) 11(0.000234) 13(0.000231) 12(0.000213) 14(0.000189) 0(0.000159) 5(0.000131) 1(0.000011)
56513863,4,0.315428,4(0.315428) 2(0.273848) 11(0.166564) 13(0.109313) 9(0.072228) 6(0.055477) 5(0.003000) 0(0.000876) 8(0.000861) 1(0.000657) 12(0.000516) 14(0.000471) 7(0.000441) 10(0.000195) 3(0.000125)
56522258,13,0.429824,13(0.429824) 4(0.245738) 10(0.113624) 0(0.096459) 3(0.057666) 14(0.046258) 1(0.008728) 5(0.000476) 8(0.000251) 12(0.000237) 2(0.000227) 6(0.000200) 11(0.000135) 7(0.000117) 9(0.000063)
56529189,7,0.344996,7(0.344996) 2(0.238306) 13(0.144054) 3(0.141618) 10(0.128464) 1(0.000795) 0(0.000400) 6(0.000240) 8(0.000205) 4(0.000170) 12(0.000168) 11(0.000168) 9(0.000159) 14(0.000155) 5(0.000101)
56533059,13,0.983938,13(0.983938) 2(0.004675) 6(0.002096) 8(0.001658) 7(0.001345) 0(0.001114) 9(0.001036) 14(0.001014) 11(0.000899) 10(0.000856) 3(0.000465) 5(0.000340) 4(0.000239) 1(0.000190) 12(0.000136)
